NaN,1279,1094,944,841,869,662,570,460,463,488
1112,976,953,919,841,833,703,574,520,NaN,446
1280,1291,1162,1055,1137,1115,1084,732,667,654,607
1342,1254,1185,1129,1116,1277,895,795,718,606,566
1446,1149,1109,1042,1130,1216,1011,897,572,586,533
1258,1226,1175,1181,1211,1127,913,814,557,621,576
1390,1131,1231,1093,1100,1210,1033,813,653,591,599
1473,1369,1293,1063,889,849,704,502,518,511,567
1296,1162,989,1110,896,848,795,620,555,592,424
1393,1326,1294,1211,1423,1483,1065,672,601,589,652
1423,1403,1408,1241,1128,1365,936,778,681,605,558
1611,1394,1419,1445,1110,1324,1023,808,584,554,537
1350,1469,1362,1309,1305,1174,921,734,601,606,528
1428,1371,1328,1289,1169,1317,1051,757,535,555,620
1516,1605,1419,1324,1246,883,694,487,450,398,452
1372,NaN,1109,1249,1035,799,742,713,619,540,444
1483,1502,1466,1279,1587,1530,1421,953,610,555,540
1554,1679,1451,1363,1465,1369,935,681,681,535,596
1872,1490,1535,1553,1232,1332,1171,798,531,569,533
1660,1518,1637,1607,1297,1308,995,768,541,562,555
1813,1472,1758,1391,1195,1433,1075,702,540,557,581
1845,1817,1498,1262,1232,905,706,517,494,443,462
1593,1816,1614,1371,1381,768,713,635,548,491,385
1570,1725,1512,1419,1589,1671,1440,910,NaN,572,584
1966,1813,1396,1524,1558,1462,1043,634,687,594,496
2072,1892,1728,1712,1276,1399,1126,746,495,567,496
1847,2099,1777,1771,1731,1360,999,688,551,555,529
2156,1626,1966,1801,1259,1348,1192,679,506,549,639
1995,2186,1713,1480,1335,990,868,481,438,631,471
1893,2094,1716,1614,1402,1155,1012,632,498,534,407
1644,2044,1532,1438,1881,1739,1547,891,794,543,610
2153,2375,1515,1923,1739,1419,955,610,686,637,570
2461,2285,2019,1917,1793,1481,1076,670,468,470,468
2101,2473,2002,1943,1830,1581,1074,672,501,538,486
2507,1842,2209,1854,1277,1387,1118,683,482,521,635
2333,2227,1946,1573,1430,978,834,477,467,589,539
2407,2413,1705,1679,1468,1155,1011,592,542,478,372
2746,2148,1684,2226,1911,1797,1458,799,707,681,604
2516,2583,1718,2159,1794,1546,944,625,632,564,568
2610,2665,2369,2298,1784,1389,873,711,465,538,491
2370,2746,2132,2095,1949,1682,1192,675,498,555,535
2883,2205,2545,2113,1180,1416,1014,659,533,471,609
2641,2285,2059,1598,1580,990,911,622,429,534,543
2879,2649,2033,1883,1424,1190,1085,573,522,466,529
3338,2430,2568,2507,2014,1798,1406,688,668,715,532
2715,2846,2619,2329,2042,1526,1324,599,655,636,676
3056,2874,2548,2312,1946,1416,936,713,446,526,526
2553,2901,2559,2223,2053,1559,1218,635,531,599,690
3120,2389,2741,2193,1592,1420,1125,670,493,490,532
3022,3009,2228,1803,1474,932,844,564,570,492,500
3241,3034,2220,2115,1527,1192,1002,645,536,467,472
3848,3434,3053,2733,2208,1872,1467,722,739,664,613
3019,3268,3089,2594,2079,1550,1347,694,579,619,593
3362,3206,2882,2683,2081,1432,1301,656,723,533,443
3033,3491,2987,2551,2024,1608,1194,763,530,585,706
3670,2861,3273,2387,1680,1496,1288,684,476,460,667
3486,2959,2574,1914,1486,936,838,568,566,485,491
3737,3251,2524,2012,1525,1218,1010,616,536,507,449
4397,3470,3256,2928,2318,1859,1521,725,698,663,631
3501,3634,3543,2794,2100,1539,1264,719,689,581,605
3770,3832,3275,2796,2111,1484,1256,749,583,495,496
3243,3812,3408,2711,2187,1563,1151,734,727,602,616
4258,2747,3673,2721,1662,1532,1198,631,453,601,527
3864,3496,2487,2062,1457,973,851,484,529,522,504
4070,3804,2586,2343,1580,1219,941,571,558,433,475
4765,4087,3989,3202,2288,1841,1438,738,750,590,690
4072,3972,3880,2935,2015,1586,1315,671,720,622,588
4235,4012,3482,3129,2281,1383,1263,737,566,499,567
3888,4490,3676,2892,2278,1720,1094,665,622,610,616
4825,3454,4025,2654,1790,1915,1159,621,486,579,514
4246,3606,2806,2016,1525,937,792,542,585,463,491
4623,4676,2526,2403,1611,1190,949,597,517,488,488
5251,4259,3847,3414,2471,1987,1434,729,727,689,615
4365,4611,4453,3299,2367,1597,1248,652,688,543,610
4820,4739,4116,3408,2470,1490,1160,674,588,665,606
4549,5004,3588,3024,2197,1718,1054,612,597,623,608
5559,3578,4544,2879,1699,1877,1088,594,748,584,722
4935,4142,3097,2047,1657,911,778,580,566,464,489
5160,4507,3040,2624,1672,1130,922,554,501,478,415
6002,5067,4709,3647,2607,1989,1511,740,711,621,590
5158,5113,4850,3670,2459,1619,1348,620,640,598,637
5772,5631,4651,3674,2406,1491,1155,669,583,558,611
5063,5425,5155,3536,2237,1743,1090,727,564,539,558
6266,4181,5125,3057,1840,1917,1069,688,568,492,683
5638,4680,3416,2427,1639,959,770,563,553,568,491
6314,5508,3335,2907,1698,1154,955,516,473,448,448
6813,5500,5043,4109,2682,1933,1574,671,706,613,645
5946,5720,5454,3962,2554,1483,1320,584,697,566,598
6587,6122,5326,3992,2732,1390,1151,631,541,633,544
5680,5951,5107,3830,2545,1624,1126,653,548,578,595
6732,4299,5559,3435,1683,1976,1078,679,594,569,691
5933,5615,3713,2755,1620,882,808,503,584,457,569
6934,6264,3633,2753,1692,1113,952,549,556,491,474
8028,6098,5997,4368,2703,2005,1353,687,604,688,642
6693,6825,5924,4475,2677,1722,1290,604,696,591,660
7050,6649,5849,4512,2650,1385,1137,651,576,563,562
6367,6483,5625,4022,2782,1785,1046,661,545,614,582
8086,4918,6085,3617,1860,2045,1110,648,580,528,653
