560680,734120,538880,652760,632520,730040,652760,560680,583440
614480,632520,609760,614480,538880,615440,583440,632520,734120
652760,632520,609760,632520,538880,615440,730040,625240,609760
730040,632520,632520,614480,730040,583440,549200,652760,538880
730040,549200,549200,730040,614480,614480,652760,549200,592880
649920,817560,528720,836360,673040,622160,924920,635640,745280
871040,782280,667560,779960,951720,846360,841120,715560,827640
857720,737160,689480,707120,882440,740840,721440,888120,806200
930120,607280,915000,670480,785640,754120,673560,940800,720840
897840,589320,878360,698280,725840,932040,588000,827600,729360
687120,922920,580200,548240,697200,609440,852120,721000,687320
756960,860560,562720,597960,874640,603880,682040,701120,571880
641080,804240,714120,575080,872240,613680,479640,910760,577520
862480,665160,715920,438160,849200,580920,600440,804520,568440
680400,635360,937920,639520,674120,789120,549440,730360,543800
499200,585080,392880,518160,468760,362480,604280,464880,354240
586200,554000,409880,478600,538760,387880,620680,473320,394040
633360,495320,416720,476920,559600,454600,447080,603560,364920
570880,521880,614960,340160,529200,363680,469960,486600,367440
522520,367240,687960,363960,355240,601360,438600,354800,420120
343320,505960,52600,372160,283880,206960,455480,243280,286760
353400,495400,191360,383200,454760,216360,367680,277080,203880
379280,410280,275200,287480,435200,237720,379120,151280,224200
409720,302880,494000,279400,135000,282520,241840,119080,306880
401440,87480,540520,292040,69640,570040,258120,199480,243440
